entrezgene_id	meanExprs
79501	-0.997628540632707
148398	-0.459017275628911
26155	3.55250492197054
339451	2.01584110102638
84069	-0.880777707117752
84808	-0.82120363469635
57801	3.55720383330945
9636	3.64999332193007
375790	3.97872867089117
401934	-0.969284601183627
54991	1.55417825976771
254173	-0.96041418033893
8784	0.591056409204815
7293	-0.195934349232348
51150	4.07867849665131
126792	3.10428671333659
388581	-0.207307196728802
118424	2.93285834530384
6339	2.55834655152961
116983	4.68799720142592
126789	1.30240962936971
54973	3.3194082493957
80772	3.39321426430322
83756	-0.431445739693616
1855	5.07675081291025
54587	2.94068972266054
54998	4.7930354489332
81669	4.11159631496346
55052	3.92519280609308
441869	2.66412924547907
643965	4.4343401104727
64856	3.17994497851969
219293	0.385242136351041
83858	1.75908662905283
55210	2.52323556295998
339453	3.61387690762855
29101	3.77665306267564
643988	3.34142977201297
142678	3.11886448468079
8510	-0.839666789056281
984	3.50027721741023
728661	3.37261079026998
728642	-0.242874071822283
9906	1.16170904056733
65220	2.51228173384435
2782	6.87273383406888
163688	-0.0963826077290837
339456	0.0940569065126708
85452	0.353914656564621
2563	5.76765463810273
5590	4.18049425853333
199990	1.22878912181445
6497	4.00370464105302
79906	0.353533332676498
11079	3.10733595616519
5192	2.20869272767308
9651	2.8543212913163
55229	2.53104531157512
388585	1.58604591720418
8764	1.60608842616521
127281	4.14965671684725
79258	-0.657673904353212
100287898	-0.353636453577131
140625	-0.996051212388138
63976	1.10243775613132
27237	-0.232381833117632
1953	0.691935291121927
127262	5.99699873491589
49856	1.35077407877065
7161	-0.723144868834428
148870	-0.899783596821647
388588	-0.376181189263583
57470	3.82847292537663
9731	2.3257032601135
1677	1.5970147913349
339448	2.02303946178566
55966	2.68192021977894
261734	1.13080781957067
8514	5.46290171923582
26038	5.09626119278107
6146	5.64567445449056
388591	1.46726265648471
23463	3.61992110117443
390992	-0.951697868696007
387509	2.64942196063145
11332	5.00609693528846
54626	-0.988593779538611
83715	-0.695270705825189
8718	3.20012537036526
57449	3.54728231045369
79707	2.1334708385626
80835	-0.893342169473341
3104	1.84905154746122
9903	3.04537362875418
148479	2.63092241130714
90326	1.78700898157866
55735	2.92066713038755
23261	4.11829547837402
9341	4.29601686874909
8863	2.34590619867332
10911	-0.945106913984958
3604	-0.98056037007028
11315	6.09540526214461
54206	3.18978143652663
50651	3.10928552159505
473	3.98687781471724
2023	7.0882144389244
765	-0.985366503940331
155184	-0.994983077975708
6518	0.652869613678447
80045	-0.514242937217827
9563	1.77911085996381
80176	1.68703910784696
84275	2.628447723715
199953	1.78530072186882
5293	1.93842670994955
22883	7.3792125180768
56998	3.784194435971
84328	3.08387853630252
64802	1.2685052181539
116362	1.76634633671215
10277	3.08107730314678
23095	4.93118856702344
5226	4.59700779196698
100526739	-0.660376716087316
378708	0.0606747269330283
1325	2.1239377067948
1676	2.88088682658314
5195	3.40356758656698
54897	-0.596385249910418
148345	-0.912968780911247
23435	4.0001093657611
10747	0.732209839280844
6723	4.54066594623912
5394	3.06347093151005
2475	2.87871467549361
10218	-0.748583927749672
29914	1.47993647828914
57540	1.77241549274524
26232	5.79616308477673
93611	5.5726819145385
26270	2.13825594062956
10459	2.31243481672398
374946	2.40532398621891
57085	1.38062617724761
284498	-0.985987836640649
4524	1.87108457577845
1185	3.81546767919178
4878	1.30126514625312
4879	-0.780047648811988
90231	3.25476086321326
5351	2.94289844267837
9927	5.13462271642344
60672	2.67627070415061
943	-0.956240232160849
7133	1.36248451977736
55187	2.72312577473578
9249	2.32929620854737
343066	-0.992249185303423
126767	-0.999098670749555
93190	-0.948907901966774
390999	-0.994151012598957
65121	-0.999454975949659
440560	-0.999972311541484
343069	-0.854181600979993
65122	-0.999962146278686
400735	-0.999874836868536
343071	-0.999614855859047
441871	-0.999061206066127
440561	-0.999917957678134
101929983	-0.99993751637953
441873	-0.999966033630637
645359	-0.999966033630637
649330	-0.989642616950106
440563	-0.969224956933525
101060301	-0.996634454386444
343070	-0.99998578217685
400736	-0.99990368613605
391003	-0.999891601072251
343068	-0.999926173791854
391002	-0.998040121242553
653619	-0.999839444097643
645382	-0.999795193708505
729528	-0.99976206442885
645414	-0.997730736722861
391004	-0.999079865724263
645425	-0.996760056875158
126755	0.0753722397464575
10630	1.31296009111856
7799	3.73444285043984
23254	2.63514107272947
55092	1.16926088981719
114827	-0.532110931427112
79180	5.64741221350278
11330	-0.852607328137496
63036	-0.52367987280668
51032	0.119077592259696
842	1.77700017978908
23341	2.12954595453018
79814	0.888874322240855
84301	1.66391567476093
6248	-1
23207	5.74315013092249
284723	0.768189025096262
388595	-0.972160393998267
54751	0.70363578851054
440567	2.70816571471289
23013	2.95214293591119
7709	2.86303715702892
149563	0.579925943232076
27129	0.00139508555817632
1187	-0.815144493797085
1188	-0.819566598741866
348487	1.93433202997759
1969	0.665136963900176
128272	-0.373785387484107
79363	2.31626985091519
54455	2.00556606895378
26099	2.79041376725414
374955	-0.942086686576113
55707	1.89871016782251
55672	1.11547133194242
9696	2.22484625653885
11223	-0.353600463179135
4237	0.26548926594673
23400	5.12065589336343
6390	4.31267134851848
11240	4.2224118257222
29943	-0.973743529235095
51702	-0.997279989128992
23569	-0.219404100619794
353238	-0.997792793866684
55920	3.39674910581788
55160	2.432272851595
81569	-0.82102682066463
84966	4.51051599173161
127707	-0.923451042244135
5081	0.404563764843056
80834	-0.999089924027582
8659	3.1424408088218
126917	2.24753543674156
23352	2.59344314683645
23065	2.80585852285393
51154	3.77637464990148
